,name,location,distance,searched_latitude,searched_longitude
398,The Quays Irish Restaurant,10-12 Temple Bar Square,515,53.340927,-6.262501
399,Darkey Kellys,Fishamble St,599,53.340927,-6.262501
400,La Pausa Caffe,1b-2 Blessington St,204,53.358115,-6.265601
401,Chapter One Restaurant,18/19 Parnell Square,444,53.358115,-6.265601
402,Lovinspoon,13 North Fredrick St,276,53.358115,-6.265601
403,El Grito Mexican Taqueria,20 Mountjoy Square East,602,53.358115,-6.265601
404,Hop House,160 Parnell St,654,53.358115,-6.265601
405,BoCo,"57 Bolton Street, Dublin, D01 CK40",807,53.358115,-6.265601
406,The Bald Eagle,http://thebaldeagle.ie,763,53.358115,-6.265601
407,Blas Cafe,26 Kings Inn St,748,53.358115,-6.265601
408,Wallace's Asti,"15 Russel St, Behan Square",738,53.358115,-6.265601
409,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",577,53.358115,-6.265601
410,The Black Sheep,61 Capel St,962,53.358115,-6.265601
411,Madigan's,19 O'Connell St,809,53.358115,-6.265601
412,Gino's Gelato,41 Henry St,981,53.358115,-6.265601
413,Pho Kim,162 Parnell St,656,53.358115,-6.265601
414,Kingfisher Restaurant,59 Parnell Square West,733,53.358115,-6.265601
415,Spice n Rice,34 Lower Dorset St,327,53.358115,-6.265601
416,Murray's Bar & Grill,33-34 O'Connell St,695,53.358115,-6.265601
417,Phil Ryans The Hogan Stand Pub,514 North Circular Rd,646,53.358115,-6.265601
418,Koffee & Kale,21b Hill St,410,53.358115,-6.265601
419,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,894,53.358115,-6.265601
420,Butlers Chocolate Cafe,31 Henry St,986,53.358115,-6.265601
421,Fujiyama Restaurant,11/11a O Connell St,906,53.358115,-6.265601
422,The Big Tree,39 Lower Dorset St,360,53.358115,-6.265601
423,Brannigan's,9 Cathedral St,931,53.358115,-6.265601
424,M&L Chinese Restaurant,13/14 Cathedral St,929,53.358115,-6.265601
425,Xi'an Street Food,16 Earl Street North,993,53.358115,-6.265601
426,Beshoff Fish And Chips,6 Uppr O'Connell St,934,53.358115,-6.265601
427,McDonald's,Unit 67 Ilac Shopping Center,800,53.358115,-6.265601
428,Ffc,"Dublin, Dublin City",82,53.358115,-6.265601
429,Wasabi Bar & Grill,Dublin,166,53.358115,-6.265601
430,Zagros City Burger,,194,53.358115,-6.265601
431,McDonald's,144/145 Phibsborough Rd,631,53.358115,-6.265601
432,Sampa Food,"515a North Circular Rd, Dublin, D1",447,53.358115,-6.265601
433,Seomra Spraoi,"10 Belvedere Court, Dublin, Dublin 1",483,53.358115,-6.265601
434,Tani Japanese Takeaway,47A Phibsborough Rd,494,53.358115,-6.265601
435,Fortune Terrace,O connell,635,53.358115,-6.265601
436,Indian Tiffins,143 Upper Parnell St,647,53.358115,-6.265601
437,McDonald's,62 Upper O'Connell St,928,53.358115,-6.265601
438,井岗山,,695,53.358115,-6.265601
439,Millennia,133 Parnell St,697,53.358115,-6.265601
440,The Chocolate Factory,"26, King's Inns St",748,53.358115,-6.265601
441,Chipmongers,Dublin,759,53.358115,-6.265601
442,His Food Charcoal Grill,"Moore St. Mall, 58-66 Parnell Street, Dublin, Dublin 1",771,53.358115,-6.265601
443,HIS Food,Moore Street Shopping Mall,786,53.358115,-6.265601
444,Writers Lounge,"The Gresham Hotel, O'Connell St, City Centre",822,53.358115,-6.265601
445,Spicy Bite Halal Food,,825,53.358115,-6.265601
446,Burger King,9-11 O'Connell St,905,53.358115,-6.265601
447,Gorące Gary u Barbary Kuchary,Moore Street Mall Shopping Centre 58 Parnell St,842,53.358115,-6.265601
448,Sashimir Sushi,Parnell St,868,53.358115,-6.265601
449,Lasani,,872,53.358115,-6.265601
450,The Black Sheep,61 Capel St,301,53.350291,-6.273507
451,Brother Hubbard North,153 Capel St,488,53.350291,-6.273507
452,Arisu,119 Capel St,337,53.350291,-6.273507
453,Musashi Noodles & Sushi BAR,15 Capel St,512,53.350291,-6.273507
454,The Church,Junction Mary & Jervis Sts,487,53.350291,-6.273507
455,Hilan Chinese & Korean Restaurant,45 Capel St,359,53.350291,-6.273507
456,PHX Bistro,12 Ellis Quay,657,53.350291,-6.273507
457,The Porterhouse,16-18 Parliament St,695,53.350291,-6.273507
458,Vice Coffee Inc,"54, Middle Abbey St",787,53.350291,-6.273507
459,The Winding Stair,40 Lower Ormond Quay,764,53.350291,-6.273507
460,The Temple Bar,47-48 Temple Bar,817,53.350291,-6.273507
461,Vintage Cocktail Club,15 Crown Alley,910,53.350291,-6.273507
462,Slattery's,129 Capel St,377,53.350291,-6.273507
463,Bison Bar,11 Wellington Quay,719,53.350291,-6.273507
464,The Stag's Head,1 Dame Ct,973,53.350291,-6.273507
465,The Old Storehouse,"3 Crown Alley, Temple Bar",913,53.350291,-6.273507
466,Gino's Gelato,41 Henry St,777,53.350291,-6.273507
467,Third Space Smithfield,"Unit 14, Smithfield Market",431,53.350291,-6.273507
468,FXB (Temple Bar),Crow Street,902,53.350291,-6.273507
469,Arthur's Pub,28 Thomas St,965,53.350291,-6.273507
470,Frank Ryan & Son,5 Queen St,569,53.350291,-6.273507
471,Lemon Jelly Cafe,Millennium Walkway,641,53.350291,-6.273507
472,Chez Max,1 Palace St,853,53.350291,-6.273507
473,Darkey Kellys,Fishamble St,743,53.350291,-6.273507
474,Pho Ta,"Cope St, Temple Bar",935,53.350291,-6.273507
475,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,770,53.350291,-6.273507
476,The Woollen Mills,41/42 Lower Ormond Quay,782,53.350291,-6.273507
477,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",645,53.350291,-6.273507
478,Proper Order Coffee Co.,"New Church St, Smithfield",508,53.350291,-6.273507
479,Bad Bobs Temple Bar,35-37 Essex St E,762,53.350291,-6.273507
480,Madigan's,19 O'Connell St,861,53.350291,-6.273507
481,The George,89 S Great Georges St,938,53.350291,-6.273507
482,Gallaghers Boxty House,20-21 Temple Bar,916,53.350291,-6.273507
483,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,426,53.350291,-6.273507
484,The Quays Irish Restaurant,10-12 Temple Bar Square,867,53.350291,-6.273507
485,Yamamori Izakaya,12-13 South Great George's St,982,53.350291,-6.273507
486,Bóbó's,50-51 Dame St,931,53.350291,-6.273507
487,Govindas,83 Middle Abbey St,879,53.350291,-6.273507
488,Reyna,29-30 Dame St,975,53.350291,-6.273507
489,Oliver St John Gogarty,18/21 Anglesea st,934,53.350291,-6.273507
490,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",716,53.350291,-6.273507
491,The Gin Palace,42 Middle Abbey St,721,53.350291,-6.273507
492,Hard Rock Cafe,"12 Fleet Street, Temple Bar",971,53.350291,-6.273507
493,Toscana City Centre Italian Restaurant,"3 Cork Hill, Dame St",805,53.350291,-6.273507
494,Zaytoon,14/15 Parliament St,723,53.350291,-6.273507
495,Manning's Bakery,40 Thomas St,917,53.350291,-6.273507
496,O'Connells,"30 Bachelors Walk | Beside O'connell Bridge, Dublin Dublin 1",947,53.350291,-6.273507
497,Mad Egg,"6 Jervis House, Millennium Walkway",659,53.350291,-6.273507
498,Eddie Rocket's,77 Dame St,809,53.350291,-6.273507
499,Bunsen,53 Dame St,909,53.350291,-6.273507
500,Herbstreet,Hanover Quay,288,53.344153,-6.233451
501,il Valentino,5 Gallery Quay | Grand Canal Harbour,403,53.344153,-6.233451
502,The Oarsman,8-10 Bridge St,472,53.344153,-6.233451
503,Paulie's Pizza,58 Upper Grand Canal St,770,53.344153,-6.233451
504,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,747,53.344153,-6.233451
505,Charlotte Quay,"Charlotte Quay Dock, Millennium Tower, Dublin, Dublin 4",269,53.344153,-6.233451
506,Gertrude,"130 Pearse St, Grand Canal Dock",674,53.344153,-6.233451
507,BrewDog Outpost Dublin,"Capital Dock, Grand Canal Dock",214,53.344153,-6.233451
508,The Old Spot,"14 Bath Avenue Sandymount, Sandymount, South",758,53.344153,-6.233451
509,"The Schoolhouse Hotel, Ballsbridge, Dublin 4","2-8 Northumberland Road, Ballsbridge, Dublin 4",859,53.344153,-6.233451
510,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",594,53.344153,-6.233451
511,Mackenzie's,Dublin,121,53.344153,-6.233451
512,Nutbutter,,395,53.344153,-6.233451
513,The Merry Cobbler,78-82 Irishtown Rd,941,53.344153,-6.233451
514,Ferrari Takeaway,2a Thorncastle St,472,53.344153,-6.233451
515,MV Cill Airne,"Quay 16, North Wall Quay",440,53.344153,-6.233451
516,Ryleigh’s,81-82 North Wall Quay,342,53.344153,-6.233451
517,Drunken Fish,Lwr Mayor St,930,53.344153,-6.233451
518,Musashi,48 Hogan Pl,839,53.344153,-6.233451
519,Sprout & Co Kitchen,"19 Exchequer Street, Dublin 2, Dublin City, Ireland",960,53.344153,-6.233451
520,The Pig & Heifer,151 Pearse St,847,53.344153,-6.233451
521,Milano,"Unit 1, Hanover Quay",237,53.344153,-6.233451
522,Windmill Lane Recording Studios,4 Windmill Lane,835,53.344153,-6.233451
523,Slattery's,62 Grand Canal Street Upper,777,53.344153,-6.233451
524,Angel Park Eatery,5 Lower Mount St,989,53.344153,-6.233451
525,Boojum,"Hanover Quay Unit H1 & H5, Grand Canal Dock",276,53.344153,-6.233451
526,The Diving Bell,,371,53.344153,-6.233451
527,The Green Room,117-126 upper Sherrif St,651,53.344153,-6.233451
528,Il Fornaio,"1B Valenta House, Custom House Square",852,53.344153,-6.233451
529,Eddie Rocket's,"Unit 4, Point Village Shopping Centre",617,53.344153,-6.233451
530,Subway,"Trinty Central, 152-160 Pearse St",919,53.344153,-6.233451
531,Oly's Bar & Restaurant,"Custom House Quay / Jurys Inn Custom House, Dublin, Dublin 1",964,53.344153,-6.233451
532,Borlottie,"Unit 4A Excise Walk, IFSC",831,53.344153,-6.233451
533,Sevinc'in Mutfağı,Rathborne Park,349,53.344153,-6.233451
534,The Brasserie at the Marker Hotel restaurant,Grand Canal Square The Marker Hotel,382,53.344153,-6.233451
535,Donnybrook Fair,Grand Canal Dock,392,53.344153,-6.233451
536,Quay 16,"M.V. Cill Áirne, North Wall Quay",428,53.344153,-6.233451
537,Blue River Bistro,"MV Cill Áirne, Quay 16, North Wall Quay",428,53.344153,-6.233451
538,Lin's Palace,20 Bridge St,479,53.344153,-6.233451
539,Good View Chinese,20 Bridge St,489,53.344153,-6.233451
540,McCabes Deli,Cardiff Lane,523,53.344153,-6.233451
541,Dockfood Cafe,Barrow St,536,53.344153,-6.233451
542,Ruby's Pizza & Grill Point Square,Point Village 5 The Square,592,53.344153,-6.233451
543,Carved,,599,53.344153,-6.233451
544,Starry Night,109B Pearse St,565,53.344153,-6.233451
545,Pearse Brasserie,Pearse St,715,53.344153,-6.233451
546,Canal Express,Grand Canal Hotel Grand Canal Street Upper Ballsbridge,751,53.344153,-6.233451
547,Biglaw Canteen,,753,53.344153,-6.233451
548,O'Brien's Sandwich Cafe,"18 Hogan Pl, Lwr Grand Canal St",768,53.344153,-6.233451
549,Winslet Wines,Castleforbes,780,53.344153,-6.233451
550,BoCo,"57 Bolton Street, Dublin, D01 CK40",701,53.355173,-6.278424
551,Slice,"56 Manor Place, Stoneybatter, North",527,53.355173,-6.278424
552,La Pausa Caffe,1b-2 Blessington St,866,53.355173,-6.278424
553,Clarkes Bakery,54 Cabra Rd,725,53.355173,-6.278424
554,PHX Bistro,12 Ellis Quay,950,53.355173,-6.278424
555,The Black Sheep,61 Capel St,868,53.355173,-6.278424
556,Fish Shop - Benburb Street,76 Benburb St,914,53.355173,-6.278424
557,Chapter One Restaurant,18/19 Parnell Square,969,53.355173,-6.278424
558,Blas Cafe,26 Kings Inn St,842,53.355173,-6.278424
559,Cafe Oasis,54 King Street North,618,53.355173,-6.278424
560,Aobaba,46A Capel St,953,53.355173,-6.278424
561,Arisu,119 Capel St,936,53.355173,-6.278424
562,Hilan Chinese & Korean Restaurant,45 Capel St,964,53.355173,-6.278424
563,Lovinspoon,13 North Fredrick St,915,53.355173,-6.278424
564,Frank Ryan & Son,5 Queen St,917,53.355173,-6.278424
565,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",934,53.355173,-6.278424
566,Third Space Smithfield,"Unit 14, Smithfield Market",824,53.355173,-6.278424
567,Proper Order Coffee Co.,"New Church St, Smithfield",850,53.355173,-6.278424
568,Slattery's,129 Capel St,991,53.355173,-6.278424
569,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,939,53.355173,-6.278424
570,Bullet Duck And Dumplings,Dublin,960,53.355173,-6.278424
571,Kopitiam,53 Capel St,922,53.355173,-6.278424
572,Chopped,,776,53.355173,-6.278424
573,McDonald's,144/145 Phibsborough Rd,855,53.355173,-6.278424
574,Eddie Rocket's,"phibsborough shopping centre, Phibsborough, dublin 7",877,53.355173,-6.278424
575,Ramen Co,56 Manor St,482,53.355173,-6.278424
576,Kerala Kitchen,73 Manor St,498,53.355173,-6.278424
577,New Sunrise Takeaway,88 Manor St,517,53.355173,-6.278424
578,Basilico,"Prussia St, Stoneybatter",522,53.355173,-6.278424
579,Feedme,"Dublin, Dublin City",532,53.355173,-6.278424
580,Korean Table,50A Manor St,541,53.355173,-6.278424
581,Decency,40 mountjoy st,592,53.355173,-6.278424
582,Kuraudo Sushi & Gyoza,3 Stoneybatter,599,53.355173,-6.278424
583,Tani Japanese Takeaway,47A Phibsborough Rd,605,53.355173,-6.278424
584,The Mad Hatter Cafe,"64 Prussia Street, Dublin 7",621,53.355173,-6.278424
585,John's Takeaway,"Dublin, Dublin City",655,53.355173,-6.278424
586,Coffee Addiction,"340 North Circular Rd, Phibsborough",676,53.355173,-6.278424
587,Oxmantown,13 Smithfield Terrace,677,53.355173,-6.278424
588,3rd Still Restaurant,Old Jameson Distillery,787,53.355173,-6.278424
589,Carlo's Fish & Chips,Beresford St,704,53.355173,-6.278424
590,Pearl River Chinese Takeaway,62 Phibsborough Rd,708,53.355173,-6.278424
591,Zucconi Restaurant,Dublin,720,53.355173,-6.278424
592,Tia Maria,,729,53.355173,-6.278424
593,The Fish Bar,85 New Cabra Rd,729,53.355173,-6.278424
594,Freshii,Smithfield Market,757,53.355173,-6.278424
595,Moorelands Bar,Capel St,782,53.355173,-6.278424
596,Nutbutter,,783,53.355173,-6.278424
597,Kung Fu Buffet,"Unit 2, Phibsboro Shopping Centre, Phibsborough Road, Dublin, Dublin 7",786,53.355173,-6.278424
598,Declan's Deli,Bolton St,786,53.355173,-6.278424
599,Domino's Pizza - Dublin - Cabra,101a Cabra Rd,788,53.355173,-6.278424
600,LimeTree Cafe,Inchicore Rd,545,53.338776,-6.30395
601,Itsa,"Royal Hospital, Kilmainham",557,53.338776,-6.30395
602,The Bird Flanagan,"471 South Circular Road, Rialto",383,53.338776,-6.30395
603,Daddy's Café,538 South Circular Rd,493,53.338776,-6.30395
604,La Dolce VITA Restaurant Kilmainham,SOUTH CIRCULAR ROAD 758-760 KILMAINHAM DUBLIN 8,403,53.338776,-6.30395
605,The Patriots Inn,760 South Circular Rd,416,53.338776,-6.30395
606,Carrigans,74 Old,215,53.338776,-6.30395
607,Newland Chinese,"740 South Circular Road, Kilmainham, D8",326,53.338776,-6.30395
608,Four Star Pizza Kilmainham,645 South Circular Rd,343,53.338776,-6.30395
609,Daphne’s,Dublin,369,53.338776,-6.30395
610,The Rialto Bridge Cafe,568 South Circular Rd,379,53.338776,-6.30395
611,Rose Garden Chinese Restaurant,471 Circular Road South,383,53.338776,-6.30395
612,Cinnamon Restaurant @ Hilton Dublin Kilmainham Hotel,Inchicore Road,488,53.338776,-6.30395
613,Broyage Bar & Bistro,South Circular Road Kilmainham Inside the Hilton Dublin Kilmainham Hotel,489,53.338776,-6.30395
614,Amber Grill,451 South Circular Rd,493,53.338776,-6.30395
615,Rialto Malaysian Chinese Takeaway,447 South Circular Rd,516,53.338776,-6.30395
616,Good Luck Chinese Take Away,37 Emmet Rd,517,53.338776,-6.30395
617,Keng Seng Chinese Take-Away,447 Sth Circular Rd 8,523,53.338776,-6.30395
618,Tranquilo Restaurant,,666,53.338776,-6.30395
619,Toni's Take Away,"Emmet Road, Dublin, Dublin City",709,53.338776,-6.30395
620,Drimnagh Take Away,33 Benbulbin Rd,714,53.338776,-6.30395
621,Papamio.ie,,714,53.338776,-6.30395
622,Hui Kee,52 Bulfin Rd,717,53.338776,-6.30395
623,Cigerci Kenan Usta,"Dublin, Dublin City",739,53.338776,-6.30395
624,Indian Curry Club,"Emmett Rd, Inchicore",775,53.338776,-6.30395
625,Subway,"Unit 9, Heuston South Quarter",845,53.338776,-6.30395
626,The Palace Of Desires,,811,53.338776,-6.30395
627,Papa Mio & Tonis Takeaway,93-95 Emmet Rd,825,53.338776,-6.30395
628,Coffee District,,858,53.338776,-6.30395
629,Riggers D8,145A 145 Emmet Rd,882,53.338776,-6.30395
630,Gino's,,886,53.338776,-6.30395
631,Shang Hai Chinese Takeaway,418 S Circular Rd,925,53.338776,-6.30395
632,Pen Tower,418 South Circular Rd,939,53.338776,-6.30395
633,Red Aerow Chinees,Dolphins Barn,944,53.338776,-6.30395
634,Tennesse Fried Chicken,,947,53.338776,-6.30395
635,Tandoori Masala,404 S. Circular rd Kilmainham,967,53.338776,-6.30395
636,Bombay Spice,404 South Circular Rd,967,53.338776,-6.30395
637,"Malt House, The",27 James St,975,53.338776,-6.30395
638,Timothy Crough's,1 St Vincent Street West,986,53.338776,-6.30395
639,Subway,Dolphins Barn Rd,990,53.338776,-6.30395
640,mizzoni Pizza & Pasta,"Dublin, Dublin City",994,53.338776,-6.30395
641,Roma Takeaway,22 Crumlin Rd,997,53.338776,-6.30395
642,Roma,Dolphins Barn,997,53.338776,-6.30395
643,Aladdin Kebabs,134 Emmet Rd,1104,53.338776,-6.30395
644,Broyage Bar & Bistro,"Kilmainham Square, Kilmainham, D08 XAK3",100,53.338776,-6.30395
645,Mister Bean's Cafe,"St. James's Private Clinic, St. James's Hospital, Dublin, 8",325,53.338776,-6.30395
646,Latino Italian Restaurant,471-477 South Circular Rd,383,53.338776,-6.30395
647,Daphne's,562 South Circular Road Rialto,384,53.338776,-6.30395
648,Runcible Spoon Theatre Company,106 Ceannt Fort,593,53.338776,-6.30395
649,Papa Mios Pizza & Pasta,93 Emmet Rd,708,53.338776,-6.30395
650,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",310,53.346637,-6.246154
651,Gertrude,"130 Pearse St, Grand Canal Dock",416,53.346637,-6.246154
652,The Brew Dock,1 Amiens St,498,53.346637,-6.246154
653,Shoe Lane Coffee,7 Tara St,594,53.346637,-6.246154
654,Bread 41,"41 Pearse Street, Dublin, Dublin 2",415,53.346637,-6.246154
655,Honey Truffle,45 Pearse St,332,53.346637,-6.246154
656,IL Capo Italian Pizza & Pasta,62 Talbot St,612,53.346637,-6.246154
657,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,798,53.346637,-6.246154
658,Drunken Fish,Lwr Mayor St,319,53.346637,-6.246154
659,Bowes Lounge,31 Fleet St,791,53.346637,-6.246154
660,Cassidy's Bar,27 Westmoreland St,855,53.346637,-6.246154
661,Tower Records,7 Dawson St,908,53.346637,-6.246154
662,The Flowing Tide,9 Lower Abbey St,808,53.346637,-6.246154
663,The Ginger Man,40 Fenian St,577,53.346637,-6.246154
664,The Wiley Fox,28 Eden Quay,677,53.346637,-6.246154
665,Avoca Café,11-13 Suffolk St,980,53.346637,-6.246154
666,Kennedy's,30-32 Westland Row,585,53.346637,-6.246154
667,The Pig & Heifer,151 Pearse St,366,53.346637,-6.246154
668,The Ivy Dublin,13-17 Dawson St,979,53.346637,-6.246154
669,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",855,53.346637,-6.246154
670,Charlotte Quay,"Charlotte Quay Dock, Millennium Tower, Dublin, Dublin 4",748,53.346637,-6.246154
671,Fitzgerald's,22 Aston Quay,897,53.346637,-6.246154
672,Dunne & Crescenzi,14-16 South Frederick St,850,53.346637,-6.246154
673,Nutbutter,,627,53.346637,-6.246154
674,Marco Pierre White Steakhouse & Grill,51 Dawson Street,976,53.346637,-6.246154
675,Carluccio's,52 Dawson St,971,53.346637,-6.246154
676,Il Caffe di Napoli,41 Westland Row,512,53.346637,-6.246154
677,MV Cill Airne,"Quay 16, North Wall Quay",541,53.346637,-6.246154
678,The Laughter Lounge,4-8 Eden Quay,806,53.346637,-6.246154
679,Govindas,83 Middle Abbey St,980,53.346637,-6.246154
680,Hard Rock Cafe,"12 Fleet Street, Temple Bar",979,53.346637,-6.246154
681,The Silver Penny (Wetherspoon),Abbey St Lower,734,53.346637,-6.246154
682,O'Connells,"30 Bachelors Walk | Beside O'connell Bridge, Dublin Dublin 1",929,53.346637,-6.246154
683,Eddie Rocket's,"52 Lower O'Connell Street, Dublin City Centre",916,53.346637,-6.246154
684,Mackenzie's,Dublin,771,53.346637,-6.246154
685,The Lombard Townhouse,"44 Pearse Street, Corner of Lombard St",320,53.346637,-6.246154
686,Ryleigh’s,81-82 North Wall Quay,918,53.346637,-6.246154
687,The Workshop,10 George's Quay,575,53.346637,-6.246154
688,KC Peaches,28-29 Nassau St,848,53.346637,-6.246154
689,Milano,"Unit 1, Hanover Quay",658,53.346637,-6.246154
690,Oly's Bar & Restaurant,"Custom House Quay / Jurys Inn Custom House, Dublin, Dublin 1",158,53.346637,-6.246154
691,McGrattans Cafe Bar,"76 Fitzwilliam Lane, Baggot St",954,53.346637,-6.246154
692,The Diving Bell,,531,53.346637,-6.246154
693,O'Brien's Sandwich Cafe,5 Nassau St,770,53.346637,-6.246154
694,Brannigan's,9 Cathedral St,1002,53.346637,-6.246154
695,Xi'an Street Food,16 Earl Street North,908,53.346637,-6.246154
696,Grand Central Bar,10-11A Oconnell St,893,53.346637,-6.246154
697,McDonald's,9-10 Grafton Sreet,989,53.346637,-6.246154
698,Graingers,51 Talbot St,588,53.346637,-6.246154
699,Morelands Grill,Westmoreland St,864,53.346637,-6.246154
